longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,adminNm,adminPttnCd,longTermAdminSym,longTermPeribRgtDt,siDoCd,siGunGuCd,stpRptDt
,,,,,,,대구보훈요양원,G32,12771000086,20111017,27,710,20111017
,,,,,,,대구재활주간보호센터,H31,22714000720,20250801,27,140,20250801
,,,,,,,온사랑데이케어센터,I31,32729000399,20170404,27,290,20170404
,,,,,,,청춘요양원,A03,12711000189,20250708,27,110,20250708
,,,,,,,효사랑요양원1,A04,12714000385,20160901,27,140,20160901
,,,,,,,비지팅엔젤스 대구중구방문요양지점,B01,22711000167,20210330,27,110,20210330
,,,,,,,우리재가복지센터,B02,22711000168,20210512,27,110,20210512
,,,,,,,청춘주간보호센터,B03,22711000190,20250708,27,110,20250708
,,,,,,,이로운재가복지센터,B05,22717000474,20250801,27,170,20250801
,,,,,,,삼성의료복지용구,B06,22714000647,20230901,27,140,20230901
,,,,,,,우리장기요양센터,C01,32711000078,20100331,27,110,20100331
,,,,,,,감나무 장기요양센터,C02,32711000087,20101229,27,110,20101229
,,,,,,,보람노인복지센터,C03,32711000133,20160119,27,110,20160119
,,,,,,,호산재가방문간호센터,C05,32723000391,20161226,27,230,20161226
,,,,,,,해피데이 헬스케어,C06,32711000094,20110826,27,110,20110826
,,,,,,,대구보훈요양원,G31,12771000086,20111017,27,710,20111017
,,,,,,,수성재활주간보호센터,H31,22714000722,20250901,27,140,20250901
,,,,,,,성덕실버타운,A03,12714000001,20080528,27,140,19910701
,,,,,,,효사랑요양원2,A04,12714000386,20160901,27,140,20160901
,,,,,,,우리재가복지센터,B01,22711000168,20210512,27,110,20210512
,,,,,,,9988어르신돌봄센터,B02,22711000170,20220214,27,110,20220214
,,,,,,,진명해안노인복지센터,B03,22714000012,20080528,27,140,20070611
,,,,,,,가가호호재가복지센터,B05,22720000304,20220727,27,200,20220715
,,,,,,,해와달365복지센터,B06,22714000652,20231101,27,140,20231101
,,,,,,,감나무 장기요양센터,C01,32711000087,20101229,27,110,20101229
,,,,,,,동인재가복지센터,C02,32711000105,20130305,27,110,20130305
,,,,,,,화목한재활주야간보호센터,C03,32711000142,20180517,27,110,20180517
,,,,,,,엘림노인복지센터,C05,32723000419,20170929,27,230,20170929
,,,,,,,장수메디칼,C06,32711000095,20111004,27,110,20111004
,,,,,,,죽곡골든라이프케어,G31,12771000214,20210202,27,710,20210202
,,,,,,,(주)케어링 주간보호센터 대구 서구점,H31,22717000415,20230330,27,170,20230330
,,,,,,,붓다의집,A03,12714000003,20080528,27,140,20041108
,,,,,,,율하요양원,A04,12714000465,20180501,27,140,20180501
,,,,,,,9988어르신돌봄센터,B01,22711000170,20220214,27,110,20220214
,,,,,,,K베스트재가복지센터,B02,22711000172,20221108,27,110,20221108
,,,,,,,진명재가노인복지센터,B03,22714000014,20080528,27,140,20080403
,,,,,,,'(A)비지팅엔젤스 대구남구방문요양지점,B05,22720000311,20230224,27,200,20230217
,,,,,,,안테나메디컬,B06,22714000654,20231101,27,140,20231101
,,,,,,,(주)진명해피케어 중구지점,C01,32711000097,20111118,27,110,20111118
,,,,,,,닥터김노인요양센터,C02,32711000112,20131101,27,110,20131101
,,,,,,,현대복지센터,C03,32711000148,20190401,27,110,20190401
,,,,,,,예다함재가요양센터,C05,32723000475,20181201,27,230,20181201
,,,,,,,대구보조기상사,C06,32711000119,20140701,27,110,20140701
,,,,,,,효원주간보호센터A,H31,22720000148,20140701,27,200,20140701
,,,,,,,마이홈노인전문요양원,A03,12714000008,20080528,27,140,20040216
,,,,,,,다정노인요양원,A03,12811000009,20081001,28,125,20081001
,,,,,,,섭리노인요양공동생활가정,A04,12811000052,20100301,28,125,20100301
,,,,,,,조이노인복지센터,B01,22811000144,20200529,28,125,20200529
,,,,,,,조이노인복지센터,B02,22811000144,20200529,28,125,20200529
,,,,,,,인천중구구립치매전담형주간보호센터(건강마실터),B03,22811000136,20191202,28,125,20191202
,,,,,,,만수글라라의집단기보호,B04,22820000930,20240301,28,200,20240301
,,,,,,,마음다은 방문간호센터,B05,22811000231,20260501,28,125,20260501
,,,,,,,행복한노인요양센터,B06,22811000160,20211018,28,125,20211018
,,,,,,,중앙재가장기요양기관,C01,32811000001,20080529,28,155,20080523
,,,,,,,중앙재가장기요양기관,C02,32811000001,20080529,28,155,20080523
,,,,,,,제물포구 주간보호센터,C03,32811000104,20170926,28,125,20170926
,,,,,,,늘사랑전문요양원 부설 단기보호,C04,32823700285,20111101,28,237,20111101
,,,,,,,해피실버케어,C05,32811000011,20081017,28,125,20081017
,,,,,,,인천재가노인복지센터,C06,32814000008,20080728,28,125,20080728
,,,,,,,만수요양원,G31,12820000018,20080611,28,200,20080514
,,,,,,,만수요양원,G32,12820000018,20080611,28,200,20080514
,,,,,,,시온휴요양원,G33,12826000668,20230801,28,275,20230801
,,,,,,,시온휴요양원,G34,12826000668,20230801,28,275,20230801
,,,,,,,인천중구구립치매전담형주간보호센터(건강마실터),H31,22811000136,20191202,28,125,20191202
,,,,,,,미추홀구 구립 치매전담형 주간보호센터 미추홀돌봄의집,H32,22817700573,20220801,28,177,20220801
,,,,,,,미추홀구 구립 치매전담형 주간보호센터 미추홀돌봄의집,H33,22817700573,20220801,28,177,20220801
,,,,,,,엄마손실버케어 치매전담센터,I31,32818500140,20160512,28,185,20160512
,,,,,,,천사의집2호,S41,12820000581,20181221,28,200,20181221
,,,,,,,예지요양원,A03,12811000029,20090730,28,125,20090730
,,,,,,,늘단비요양원,A04,12811000081,20140410,28,125,20140410
,,,,,,,편안한노인복지센터,B01,22811000145,20200717,28,125,20200717
,,,,,,,편안한노인복지센터,B02,22811000145,20200717,28,125,20200717
,,,,,,,수노인복지센터,B03,22811000147,20200730,28,125,20200730
,,,,,,,서창단기보호,B04,22820001032,20251001,28,200,20251001
,,,,,,,인천통합복지 사회적협동조합,B05,22817700493,20200630,28,177,20200630
,,,,,,,장수메디케어,B06,22811000173,20220916,28,155,20220916
,,,,,,,다온재활복지요양센터,C01,32811000006,20080729,28,125,20080729
,,,,,,,동인천방문요양센터,C02,32811000010,20081017,28,125,20081010
,,,,,,,중부주야간보호센터,C03,32811000133,20191101,28,125,20191101
,,,,,,,효노인복지센터,C05,32811000142,20191219,28,125,20191219
,,,,,,,주식회사 솔숲,C06,32814000086,20190320,28,125,20190320
,,,,,,,글라라의집,G31,12820000411,20151209,28,200,20151209
,,,,,,,인천광역시립요양원,G32,12820000925,20240308,28,200,20240308
,,,,,,,동구구립치매전담형주간보호센터,H31,22814000104,20220127,28,125,20220127
,,,,,,,부평구 구립 치매전담형 주간보호센터 행복의집,H32,22823700653,20210101,28,237,20210101
,,,,,,,가족같은효성요양원,A03,12811000060,20100917,28,125,20100917
,,,,,,,미래간호요양원,A04,12814000081,20180702,28,125,20180702
,,,,,,,행복한노인요양센터,B01,22811000160,20211018,28,125,20211018
,,,,,,,행복한노인요양센터,B02,22811000160,20211018,28,125,20211018
,,,,,,,희망나무노인주야간보호센터,B03,22811000150,20201127,28,155,20201127
,,,,,,,계양다사랑단기보호센터,B04,22824500511,20220901,28,245,20220901
,,,,,,,예사랑재가노인복지센터,B05,22817700505,20201229,28,177,20201229
,,,,,,,편안한복지용구,B06,22811000208,20250401,28,125,20250311
,,,,,,,동인천방문요양센터,C01,32811000010,20081017,28,125,20081010
,,,,,,,해피실버케어,C02,32811000011,20081017,28,125,20081017
,,,,,,,영종장수노인주야간보호센터,C03,32811000137,20191209,28,155,20191209
,,,,,,,(주)솔숲노인복지센터,C05,32814000085,20190201,28,125,20190201
,,,,,,,웰러스코리아,C06,32817000045,20080925,28,177,20080925
,,,,,,,인천광역시립요양원,G31,12820000925,20240308,28,200,20240308
,,,,,,,사랑의요양원3호점,G32,12823700532,20180718,28,237,20180718
,,,,,,,미추홀구 구립 치매전담형 주간보호센터 미추홀돌봄의집,H31,22817700573,20220801,28,177,20220801
,,,,,,,기억너머주야간보호센터,H32,22826000366,20180822,28,290,20180822
,,,,,,,예봄요양원,A03,12811000076,20130620,28,125,20130620
,,,,,,,미래간호요양원 2호점,A04,12814000082,20180702,28,125,20180702
,,,,,,,효당노인복지센터,B01,22811000168,20220520,28,125,20220520
,,,,,,,효당노인복지센터,B02,22811000168,20220520,28,125,20220520
,,,,,,,중부노인주야간보호센터,B03,22811000153,20201221,28,125,20201221
,,,,,,,계양다사랑단기보호센터,B04,22824500594,20251001,28,245,20251001
,,,,,,,부모사랑요양센터,B05,22817700510,20210301,28,177,20210301
,,,,,,,신기의료기(인천점),B06,22817700561,20220301,28,177,20220301
,,,,,,,해피실버케어,C01,32811000011,20081017,28,125,20081017
,,,,,,,굿모닝재가노인복지센터,C02,32811000041,20091231,28,125,20091231
,,,,,,,(주)솔숲노인복지센터,C03,32814000085,20190201,28,125,20190201
,,,,,,,실로암통합재가센터,C05,32814000094,20191129,28,125,20191129
,,,,,,,하이케어,C06,32817000112,20091013,28,177,20091013
,,,,,,,사랑의요양원3호점,G31,12823700532,20180718,28,237,20180718
,,,,,,,두드림요양원,G32,12826000565,20210701,28,275,20210701
,,,,,,,건강재활주간보호센터,H31,22817700654,20240327,28,177,20240327
,,,,,,,인천참사랑병원 부설 햇살데이케어센터,H32,22826000510,20200801,28,275,20200801
,,,,,,,수 요양원,A03,12811000082,20140620,28,125,20140620
,,,,,,,노인요양원 행복의집,A04,12817000229,20130307,28,177,20130307
,,,,,,,동행재가노인복지센터,B01,22811000169,20220615,28,125,20220615
,,,,,,,동행재가노인복지센터,B02,22811000169,20220615,28,125,20220615
,,,,,,,큰사랑주간보호센터,B03,22811000166,20220210,28,155,20220210
,,,,,,,그레이스힐단기보호센터,B04,22826000817,20260301,28,290,20260301
,,,,,,,조은재가복지센터,B05,22817700560,20220401,28,177,20220401
,,,,,,,희망재가센터,B06,22817700570,20220501,28,177,20220501
,,,,,,,하늘사랑 노인복지센터,C01,32811000025,20090618,28,125,20090618
,,,,,,,큰사랑 재가장기요양센터,C02,32811000050,20100304,28,155,20100304
,,,,,,,주식회사동구종합재가센터,C03,32814000097,20191219,28,125,20191219
,,,,,,,행복나눔방문요양센터,C05,32817000205,20120322,28,177,20120322
,,,,,,,100세시대,C06,32817000204,20120309,28,177,20120309
,,,,,,,사랑의 요양원,G31,12823700684,20210901,28,237,20210901
,,,,,,,시온휴요양원,G32,12826000668,20230801,28,275,20230801
,,,,,,,연수구립 치매전담형 주간보호센터-은빛사랑방,H31,22818500214,20191126,28,185,20191126
,,,,,,,한우리요양원,A03,12811000083,20140818,28,155,20140818
,,,,,,,행복드림요양원,A04,12817000267,20141201,28,177,20141201
,,,,,,,365효재가복지센터2호점,B01,22811000172,20220805,28,125,20220805
,,,,,,,365효재가복지센터2호점,B02,22811000172,20220805,28,125,20220805
,,,,,,,영종스마일주간보호센터(방문요양),B03,22811000178,20230401,28,155,20230401
,,,,,,,이음실버케어센터,B05,22817700610,20230201,28,177,20230201
,,,,,,,보훈복지용구,B06,22817700613,20230302,28,177,20230302
,,,,,,,굿모닝재가노인복지센터,C01,32811000041,20091231,28,125,20091231
,,,,,,,송월동노인복지센터,C02,32811000065,20120102,28,125,20120102
,,,,,,,인천남부노인복지센터,C03,32817000276,20150209,28,177,20150209
,,,,,,,금성노인요양원,A03,13011000004,20080529,30,110,20061101
,,,,,,,예스시니어,A04,13011000120,20091215,30,110,20091215
,,,,,,,금성노인복지센터,B01,23011000007,20080605,30,110,20000322
,,,,,,,금성노인복지센터,B02,23011000007,20080605,30,110,20000322
,,,,,,,금성노인복지센터,B03,23011000007,20080605,30,110,20000322
,,,,,,,하진재가복지센터,B05,23011000425,20240901,30,110,20240813
,,,,,,,섬김복지용구지원센터,B06,23011000374,20220127,30,110,20220105
,,,,,,,노을빛재가복지센터,C01,33011000037,20080820,30,110,20080820
,,,,,,,우리노인복지센터,C02,33011000023,20080702,30,110,20080702
,,,,,,,행복한실버케어센터,C03,33011000251,20160319,30,110,20160319
,,,,,,,대전연합 실버케어,C05,33011000248,20160215,30,110,20160215
,,,,,,,행복메디칼,C06,33011000095,20090827,30,110,20090827
,,,,,,,임마누엘실버홈,G31,13011000009,20080605,30,110,20041109
,,,,,,,임마누엘실버홈,G32,13011000009,20080605,30,110,20041109
,,,,,,,임마누엘실버홈,G33,13011000009,20080605,30,110,20041109
,,,,,,,임마누엘실버홈,G34,13011000009,20080605,30,110,20041109
,,,,,,,대전요양원 주간보호센터,H31,23017000292,20140915,30,170,20140915
,,,,,,,부모애공동생활가정,S41,13011000384,20220930,30,110,20220913
,,,,,,,임마누엘실버홈,A03,13011000009,20080605,30,110,20041109
,,,,,,,새빛사랑의집,A04,13011000145,20100301,30,110,20100301
,,,,,,,선우노인복지센터,B01,23011000008,20080605,30,110,19940328
,,,,,,,산내노인종합센터,B02,23011000151,20100412,30,110,20100412
,,,,,,,선우노인복지센터,B03,23011000008,20080605,30,110,19940328
,,,,,,,사랑가득한재가복지센터,B05,23011000450,20251203,30,110,20251117
,,,,,,,대전연합복지용구,B06,23011000391,20230403,30,110,20230313
,,,,,,,마리아노인복지센터,C01,33011000044,20080929,30,110,20080926
,,,,,,,노을빛재가복지센터,C02,33011000037,20080820,30,110,20080820
,,,,,,,동행노인주야간보호센터,C03,33011000258,20160614,30,110,20160614
,,,,,,,스마일방문간호요양센터,C05,33011000273,20170516,30,110,20170516
,,,,,,,(주)국민복지환경,C06,33011000109,20091109,30,110,20091109
,,,,,,,대전요양원,G31,13011000376,20220511,30,110,20220331
,,,,,,,대전요양원,G32,13011000376,20220511,30,110,20220331
,,,,,,,대전요양원,G33,13011000376,20220511,30,110,20220331
,,,,,,,대전요양원,G34,13011000376,20220511,30,110,20220331
,,,,,,,대전서구주간보호센터,H31,23017000584,20240201,30,170,20240123
,,,,,,,섬김과 나눔의 집,S41,13017000366,20170401,30,170,20170401
,,,,,,,대전노인요양원,A03,13011000015,20080611,30,110,19920227
,,,,,,,예명요양원,A04,13011000283,20171120,30,110,20171120
,,,,,,,산내노인종합센터,B01,23011000151,20100412,30,110,20100412
,,,,,,,해드림노인복지센터,B02,23011000185,20120417,30,110,20120417
,,,,,,,산내노인종합센터,B03,23011000151,20100412,30,110,20100412
,,,,,,,엄마손통합재가센터,B05,23011000463,20260601,30,110,20260515
,,,,,,,늘사랑복지용구,B06,23011000412,20240228,30,110,20240214
,,,,,,,아가페재가노인복지센터,C01,33011000056,20081120,30,110,20081114
,,,,,,,아가페재가노인복지센터,C02,33011000056,20081120,30,110,20081114
,,,,,,,하나주야간보호,C03,33011000285,20171208,30,110,20171208
,,,,,,,대전방문간호센터,C05,33011000280,20171016,30,110,20171016
,,,,,,,350복지용구,C06,33011000192,20121214,30,110,20121214
,,,,,,,축복마을,G31,13014000241,20130301,30,140,20130301
,,,,,,,나이팅게일주간보호센터,H31,23020000144,20140501,30,200,20140501
,,,,,,,온누리노인요양원,A03,13011000048,20081010,30,110,20081008
,,,,,,,하나요양원,A04,13011000284,20171208,30,110,20171208
,,,,,,,해드림노인복지센터,B01,23011000185,20120417,30,110,20120417
,,,,,,,예명 주야간보호센터,B02,23011000233,20150316,30,110,20150316
,,,,,,,해드림노인복지센터,B03,23011000185,20120417,30,110,20120417
,,,,,,,보라재가복지센터,B05,23014000642,20250401,30,140,20250311
,,,,,,,예스복지용구,B06,23011000428,20241202,30,110,20241015
,,,,,,,대전보람노인복지센터,C01,33011000063,20090122,30,110,20090120
,,,,,,,대전보람노인복지센터,C02,33011000063,20090122,30,110,20090120
,,,,,,,삼성주간보호센터,C03,33011000304,20181002,30,110,20181002
,,,,,,,굿널스방문간호요양센터,C05,33011000325,20190813,30,110,20190813
,,,,,,,더드림노인요양복지센터,C06,33011000227,20141104,30,110,20141104
,,,,,,,실버누리요양원,G31,13017000253,20120810,30,170,20120810
,,,,,,,예사랑재가노인복지센터,H31,23023000153,20150612,30,230,20150612
,,,,,,,산내노인종합센터,A03,13011000150,20100412,30,110,20100412
,,,,,,,한울노인요양원,A04,13011000294,20180501,30,110,20180501
,,,,,,,예명 주야간보호센터,B01,23011000233,20150316,30,110,20150316
,,,,,,,원동주야간보호센터,B02,23011000353,20200904,30,110,20200813
,,,,,,,예명 주야간보호센터,B03,23011000233,20150316,30,110,20150316
,,,,,,,유앤아이주간보호센터,B05,23017000329,20160309,30,170,20160309
,,,,,,,효자복지용구,B06,23011000454,20260101,30,110,20251215
,,,,,,,한솔노인복지센터,C01,33011000064,20090209,30,110,20090209
,,,,,,,한솔노인복지센터,C02,33011000064,20090209,30,110,20090209
,,,,,,,대전효감주간보호센터,C03,33014000124,20090901,30,140,20090901
,,,,,,,대전효감주간보호센터,C05,33014000124,20090901,30,140,20090901
,,,,,,,아가페복지,C06,33011000242,20150903,30,110,20150903
,,,,,,,해드림실버요양원,A03,13011000184,20120417,30,110,20120417
,,,,,,,대전실버빌,A04,13011000306,20181022,30,110,20181022
,,,,,,,한울재가노인복지센터,B01,23011000295,20180501,30,110,20180501
,,,,,,,수재가노인복지센터,B02,23011000354,20200904,30,110,20200813
,,,,,,,새봄실버주간보호센터,B03,23011000335,20191101,30,110,20191101
,,,,,,,더편한실버센터,B05,23017000500,20201231,30,170,20201127
,,,,,,,(주)사랑과존경복지용구,B06,23011000460,20260415,30,110,20260406
,,,,,,,백합노인복지센터,C01,33011000070,20090302,30,110,20090302
,,,,,,,백합노인복지센터,C02,33011000070,20090302,30,110,20090302
,,,,,,,태평주간보호센터,C03,33014000291,20150216,30,140,20150216
,,,,,,,보문노인복지센터,C05,33014000424,20180801,30,140,20180801
,,,,,,,현암복지센터,C06,33011000328,20190923,30,110,20190923
,,,,,,,플래티늄,A03,13011000195,20130225,30,110,20081107
,,,,,,,가은실버홈,A04,13011000346,20191217,30,110,20191217
,,,,,,,새봄실버주간보호센터,B01,23011000335,20191101,30,110,20191101
,,,,,,,행복나눔재가복지센터,B02,23011000359,20210501,30,110,20210501
,,,,,,,동부실버케어센터,B03,23011000351,20200414,30,110,20200414
,,,,,,,대전간호요양센터,B05,23017000507,20210401,30,170,20210304
,,,,,,,하나엠케어복지용구사업소,B06,23014000527,20210101,30,140,20201207
,,,,,,,새빛재가요양보호센터,C01,33011000080,20090421,30,110,20090421
,,,,,,,새빛재가요양보호센터,C02,33011000080,20090421,30,110,20090421
,,,,,,,신한국복지센터,C03,33014000324,20151006,30,140,20151006
,,,,,,,대전효재가노인복지센터,C05,33014000435,20181128,30,140,20181128
,,,,,,,행복나무복지센터,C06,33011000337,20191119,30,110,20191119
,,,,,,,국민요양원,A03,13111000005,20080604,31,110,20070913
,,,,,,,울산한우리노인요양센터,A04,13111000147,20200820,31,110,20200820
,,,,,,,국민노인돌봄지원플랫폼,B01,23111000001,20080527,31,110,20040630
,,,,,,,신울산노인재가복지센터,B02,23111000150,20201012,31,110,20201012
,,,,,,,신울산노인재가복지센터,B03,23111000150,20201012,31,110,20201012
,,,,,,,윤씨재가복지센터,B05,23111000177,20220629,31,110,20220629
,,,,,,,대신의료기상사,B06,23111000149,20201127,31,110,20201127
,,,,,,,옥선노인복지센터,C01,33111000042,20091023,31,110,20091021
,,,,,,,옥선노인복지센터,C02,33111000042,20091023,31,110,20091021
,,,,,,,나도람노인복지센터,C03,33111000048,20100401,31,110,20100401
,,,,,,,지원재가노인복지센터,C05,33111000081,20140327,31,110,20140327
,,,,,,,새광명의료기,C06,33111000041,20091023,31,110,20091021
,,,,,,,늘푸른노인전문요양원,G31,13111000007,20080612,31,110,20041006
,,,,,,,늘푸른노인전문요양원,G32,13111000007,20080612,31,110,20041006
,,,,,,,울산북구실버케어센터,G33,13120000124,20221226,31,200,20221216
,,,,,,,울산북구실버케어센터,G34,13120000124,20221226,31,200,20221216
,,,,,,,헤븐노인복지센터,H31,23111000218,20240502,31,110,20240502
,,,,,,,다비다노인요양원,M31,13117000004,20080609,31,170,20080515
,,,,,,,효녀심청의집,S41,13171000142,20151123,31,710,20151123
,,,,,,,늘푸른노인전문요양원,A03,13111000007,20080612,31,110,20041006
,,,,,,,A+백정애건강실버타운,A04,13111000205,20230403,31,110,20230403
,,,,,,,울산중구노인돌봄지원플랫폼,B01,23111000002,20080527,31,110,20020822
,,,,,,,울산노인복지센터,B02,23111000154,20210224,31,110,20210224
,,,,,,,더조은노인복지주간보호센터,B03,23111000155,20210406,31,110,20210406
,,,,,,,헤븐노인복지센터,B05,23111000218,20240502,31,110,20240502
,,,,,,,굿헬스의료기,B06,23111000159,20210622,31,110,20210622
,,,,,,,나도람노인복지센터,C01,33111000048,20100401,31,110,20100401
,,,,,,,잉꼬 방문목욕센터,C02,33111000045,20091222,31,110,20091222
,,,,,,,장수마을재가복지센터,C03,33111000076,20130206,31,110,20130206
,,,,,,,백정애 건강실버타운,C05,33111000083,20140531,31,110,20140531
,,,,,,,건강의료기,C06,33111000062,20110207,31,110,20110207
,,,,,,,늘푸른노인요양원,G31,13111000008,20080612,31,110,20050322
,,,,,,,늘푸른노인요양원,G32,13111000008,20080612,31,110,20050322
,,,,,,,남목노인복지관 부설 치매보호센터,H31,23117000069,20210201,31,170,20210201
,,,,,,,늘푸른노인요양원,A03,13111000008,20080612,31,110,20050322
,,,,,,,굿실버공동생활가정,A04,13114000234,20220907,31,140,20220830
,,,,,,,신울산노인재가복지센터,B01,23111000150,20201012,31,110,20201012
,,,,,,,더조은노인복지주간보호센터,B02,23111000155,20210406,31,110,20210406
,,,,,,,함월주야간보호센터,B03,23111000161,20210730,31,110,20210730
,,,,,,,가온누리재가방문요양센터,B05,23111000231,20251119,31,110,20251017
,,,,,,,신기의료기,B06,23111000211,20231206,31,110,20231206
,,,,,,,행복소망나눔 요양보호센터,C01,33111000063,20110301,31,110,20110301
,,,,,,,나도람노인복지센터,C02,33111000048,20100401,31,110,20100401
,,,,,,,백정애 건강실버타운,C03,33111000083,20140531,31,110,20140531
,,,,,,,스마일재가노인복지센터,C05,33111000122,20190219,31,110,20190219
,,,,,,,세운의료기 보조기도매센타,C06,33111000084,20140610,31,110,20140610
,,,,,,,다비다노인요양원,G31,13117000004,20080609,31,170,20080515
,,,,,,,울산북구실버케어센터,G32,13120000124,20221226,31,200,20221216
,,,,,,,밝은미소 재가실버케어,H31,23117000082,20231120,31,170,20231120
,,,,,,,예랑소규모요양원,A03,13111000009,20080612,31,110,20080304
,,,,,,,더 즐거운공동생활가정,A04,13114000278,20240801,31,140,20240801
,,,,,,,울산노인복지센터,B01,23111000154,20210224,31,110,20210224
,,,,,,,다인재가복지센터,B02,23111000157,20210521,31,110,20210521
,,,,,,,효정주간보호센터,B03,23111000162,20210801,31,110,20210801
,,,,,,,A+마르페 실버케어,B05,23120000094,20200525,31,200,20200525
,,,,,,,두날개복지센터,B06,23111000222,20250528,31,110,20250507
,,,,,,,현대노인복지센터,C01,33111000064,20110418,31,110,20110418
,,,,,,,행복소망나눔 요양보호센터,C02,33111000063,20110301,31,110,20110301
,,,,,,,울산한우리노인복지시설,C03,33111000089,20150914,31,110,20150914
,,,,,,,돌보미 재가노인 복지센터,C05,33111000138,20191122,31,110,20191122
,,,,,,,백세의료기,C06,33111000091,20151216,31,110,20151216
,,,,,,,울산북구실버케어센터,G31,13120000124,20221226,31,200,20221216
,,,,,,,백정애 건강실버타운,A03,13111000082,20140516,31,110,20140516
,,,,,,,가은실버홈,A04,13117000032,20100817,31,170,20100817
,,,,,,,더조은노인복지주간보호센터,B01,23111000155,20210406,31,110,20210406
,,,,,,,강남재가노인복지센터,B02,23111000184,20220825,31,110,20220825
,,,,,,,울산정주간보호센터,B03,23111000164,20210909,31,110,20210909
,,,,,,,미소방문간호센터,B05,23120000128,20230530,31,200,20230426
,,,,,,,울산복지용구센터,B06,23111000234,20260311,31,110,20260311
,,,,,,,가나안 요양파견센터,C01,33111000071,20120101,31,110,20120101
,,,,,,,현대노인복지센터,C02,33111000064,20110418,31,110,20110418
,,,,,,,태화노인복지센터,C03,33111000106,20170601,31,110,20170601
,,,,,,,마더스노인복지센터,C05,33114000091,20100308,31,140,20100302
,,,,,,,보드미의료기,C06,33111000103,20170221,31,110,20170221
,,,,,,,효자실버요양원,A03,13111000143,20191220,31,110,20191218
,,,,,,,인애노인요양실버홈,A04,13117000088,20251210,31,170,20251104
,,,,,,,다인재가복지센터,B01,23111000157,20210521,31,110,20210521
,,,,,,,조은아침중구복지센터,B02,23111000193,20230101,31,110,20230101
,,,,,,,선경주야간보호센터,B03,23111000165,20210930,31,110,20210930
,,,,,,,화정방문간호센터,B05,23171000243,20230623,31,710,20230609
,,,,,,,행운의료기,B06,23114000238,20221031,31,140,20220914
,,,,,,,연희재가노인복지센터,C01,33111000075,20120801,31,110,20120801
,,,,,,,가나안 요양파견센터,C02,33111000071,20120101,31,110,20120101
,,,,,,,소중한노인복지센터,C03,33111000109,20170711,31,110,20170711
,,,,,,,사랑의 손길 재가센터,C05,33117000062,20191201,31,170,20191201
,,,,,,,돌보미 재가노인 복지센터,C06,33111000138,20191122,31,110,20191122
,,,,,,,효정요양원,A03,13111000163,20210801,31,110,20210801
,,,,,,,청담종합복지센터,A04,13120000102,20210324,31,200,20210324
,,,,,,,함월주야간보호센터,B01,23111000161,20210730,31,110,20210730
,,,,,,,동행노인복지센터,B02,23111000195,20221219,31,110,20221219
,,,,,,,오월주간보호센터,B03,23111000168,20211123,31,110,20211123
,,,,,,,행복의료기,B06,23114000249,20230406,31,140,20230309
,,,,,,,장수마을재가복지센터,C01,33111000076,20130206,31,110,20130206
,,,,,,,연희재가노인복지센터,C02,33111000075,20120801,31,110,20120801
,,,,,,,베리굿실버복지센터,C03,33111000110,20170711,31,110,20170711
,,,,,,,양지노인복지센터,C05,33120000042,20091210,31,200,20091209
,,,,,,,신우메디칼통상,C06,33114000047,20090107,31,140,20090107
,,,,,,,울산광역시립노인요양원,A03,13111000175,20220401,31,110,20220401
,,,,,,,백세재활복지센터,A04,13120000129,20230530,31,200,20230426
,,,,,,,팔팔백세 방문요양센터,B01,23111000167,20211123,31,110,20211123
,,,,,,,세종우리요양원,A03,13611000061,20121010,36,110,20121010
,,,,,,,늘평안 노인요양공동생활가정,A04,13611000143,20201111,36,110,20200801
,,,,,,,행복한주간보호센터,B01,23611000109,20190527,36,110,20190527
,,,,,,,가정재가복지센터,B02,23611000135,20200608,36,110,20200608
,,,,,,,종촌종합복지센터 노인주간보호센터,B03,23611000074,20150831,36,110,20150522
,,,,,,,세종똑똑방문간호센터,B05,23611000186,20240306,36,110,20240214
,,,,,,,이원건강의료기 세종점,B06,23611000138,20200710,36,110,20200710
,,,,,,,세종시행복주간보호센터,C01,33611000068,20140303,36,110,20140303
,,,,,,,무지개 재가장기요양기관,C02,33611000072,20150428,36,110,20150428
,,,,,,,세종시행복주간보호센터,C03,33611000068,20140303,36,110,20140303
,,,,,,,세종시 노인복지센터,C05,33611000091,20171109,36,110,20171109
,,,,,,,시니어데이케어 주은 세종센터,C06,33611000089,20170512,36,110,20170512
,,,,,,,세종시립요양원,G31,13611000182,20231129,36,110,20231117
,,,,,,,종촌종합복지센터 노인주간보호센터,H31,23611000074,20150831,36,110,20150522
,,,,,,,사랑의마을 노인요양공동생활가정,S41,14473000023,20081226,36,110,20081202
,,,,,,,세종행복요양원,A03,13611000067,20140303,36,110,20140303
,,,,,,,약산실버홈,A04,13611000203,20250401,36,110,20250401
,,,,,,,세종우리노인복지센터,B01,23611000125,20191209,36,110,20191209
,,,,,,,세종재가복지센터,B02,23611000153,20210903,36,110,20210903
,,,,,,,세종가족사랑주간보호센터,B03,23611000107,20190429,36,110,20190429
,,,,,,,세종방문간호센터,B05,23611000214,20251204,36,110,20251111
,,,,,,,세종중앙의료기,B06,23611000164,20221001,36,110,20221001
,,,,,,,무지개 재가장기요양기관,C01,33611000072,20150428,36,110,20150428
