"longTermAdminSym","adminNm","adminPttnCd","siDoCd","siGunGuCd","longTermPeribRgtDt","stpRptDt"
"31174000277","가안복지센터","C01","11","740","20160630","20160630"
"31174000277","가안복지센터","C02","11","740","20160630","20160630"
"31174000284","해뜨는방문요양센터","C01","11","740","20160921","20160921"
"31174000284","해뜨는방문요양센터","C02","11","740","20160921","20160921"
"31174000285","""1288""참사랑노인복지센터","C01","11","740","20161010","20161010"
"31174000285","""1288""참사랑노인복지센터","C02","11","740","20161010","20161010"
"31156000258","영등포재가방문요양건강센터","C01","11","560","20180601","20180601"
"31156000258","영등포재가방문요양건강센터","C02","11","560","20180601","20180601"
"31156000268","한마음재가노인복지센터","C01","11","560","20181016","20181016"
"31156000268","한마음재가노인복지센터","C02","11","560","20181016","20181016"
"31156000270","가디언엔젤스 재가복지센터","C01","11","560","20181128","20181128"
"31156000270","가디언엔젤스 재가복지센터","C02","11","560","20181128","20181128"
"31156000271","노인상담 재가복지센터","C01","11","560","20181204","20181204"
"31156000271","노인상담 재가복지센터","C02","11","560","20181204","20181204"
"31156000273","단비재가노인복지센터","C01","11","560","20181212","20181212"
"31156000273","단비재가노인복지센터","C02","11","560","20181212","20181212"
"31156000275","더나은재가방문요양센터","C01","11","560","20190411","20190411"
"31156000275","더나은재가방문요양센터","C02","11","560","20190411","20190411"
"31156000279","서울재가어르신요양센터","C01","11","560","20190521","20190521"
"31156000279","서울재가어르신요양센터","C02","11","560","20190521","20190521"
"31156000289","온누리재가복지센타","C01","11","560","20191122","20191122"
"31156000289","온누리재가복지센타","C02","11","560","20191122","20191122"
"31156000290","(주)고운손재가복지센터","C01","11","560","20191122","20191122"
"31156000290","(주)고운손재가복지센터","C02","11","560","20191122","20191122"
"31156000291","여의도소망방문요양센터","C01","11","560","20191204","20191204"
"31156000294","국민건강재가복지센터","C01","11","560","20191209","20191209"
"31156000294","국민건강재가복지센터","C02","11","560","20191209","20191209"
"31156000298","에이스(Ace)재가복지센터","C01","11","560","20191211","20191211"
"31156000298","에이스(Ace)재가복지센터","C02","11","560","20191211","20191211"
"31156000298","에이스(Ace)재가복지센터","C05","11","560","20191211","20191211"
"31156000299","연세재가복지센터","C01","11","560","20191211","20191211"
"31156000302","나눔케어노인복지재가센터","C01","11","560","20191223","20191223"
"31156000302","나눔케어노인복지재가센터","C02","11","560","20191223","20191223"
"31159000017","나누미 방문요양센터","C01","11","590","20080814","20080814"
"31159000017","나누미 방문요양센터","C02","11","590","20080814","20080814"
"31159000026","중앙의료기","C06","11","590","20081212","20081212"
"31159000036","장솔노인복지센터","C01","11","590","20090302","20090302"
"31159000036","장솔노인복지센터","C02","11","590","20090302","20090302"
"31174000022","보훈의료기","C06","11","740","20080709","19931108"
"31174000027","해피죤재가방문요양센터","C01","11","740","20080715","20080715"
"31174000027","해피죤재가방문요양센터","C02","11","740","20080715","20080715"
"31174000031","대양의료기","C06","11","740","20080728","20080728"
"31174000032","천호의료기상사","C06","11","740","20080807","20080807"
"31174000059","'한빛'재가요양센터","C01","11","740","20090327","20090327"
"31174000059","'한빛'재가요양센터","C02","11","740","20090327","20090327"
"31174000062","''강동오륜''방문요양센터","C01","11","740","20090330","20090330"
"31174000062","''강동오륜''방문요양센터","C02","11","740","20090330","20090330"
"31174000072","새희망 재가장기요양센터","C01","11","740","20090527","20090527"
"31174000072","새희망 재가장기요양센터","C02","11","740","20090527","20090527"
"31174000087","희망천사 요양센터","C01","11","740","20090812","20090730"
"31159000042","(주)종로건강","C06","11","590","20090415","20090415"
"31159000047","맞춤형방문요양서비스센터","C01","11","590","20090529","20090529"
"31159000047","맞춤형방문요양서비스센터","C02","11","590","20090529","20090529"
"31159000047","맞춤형방문요양서비스센터","C05","11","590","20090529","20090529"
"31159000051","참빛방문요양서비스센터","C01","11","590","20090708","20090708"
"31159000051","참빛방문요양서비스센터","C02","11","590","20090708","20090708"
"31159000055","액티피아재가센터","C01","11","590","20090814","20090814"
"31159000055","액티피아재가센터","C02","11","590","20090814","20090814"
"31159000055","액티피아재가센터","C06","11","590","20090814","20090814"
"31159000077","성은노인복지센타","C01","11","590","20100224","20100222"
"31159000083","으뜸방문요양센타","C01","11","590","20100517","20100517"
"31159000084","성애노인복지센터","C01","11","590","20100617","20100617"
"31159000084","성애노인복지센터","C02","11","590","20100617","20100617"
"31159000087","현대홈케어","C01","11","590","20100816","20100816"
"31159000087","현대홈케어","C02","11","590","20100816","20100816"
"31159000090","100세동안 사당점","C06","11","590","20101130","20101130"
"31159000093","강남노인복지센터","C01","11","590","20110114","20110114"
"31159000097","늘푸른방문요양센타","C01","11","590","20110322","20110322"
"31159000097","늘푸른방문요양센타","C02","11","590","20110322","20110322"
"31159000098","서울실버재가복지센터","C01","11","590","20110401","20110401"
"31159000098","서울실버재가복지센터","C02","11","590","20110401","20110401"
"31159000101","소망방문요양센터","C01","11","590","20110506","20110506"
"31159000101","소망방문요양센터","C02","11","590","20110506","20110506"
"31159000101","소망방문요양센터","C05","11","590","20110506","20110506"
"31159000108","(사)굿하트 전문사례관리 동작재가센터","C06","11","590","20110801","20110721"
"31159000117","한마음꿈터복지재단","C01","11","590","20111231","20111231"
"31159000117","한마음꿈터복지재단","C02","11","590","20111231","20111231"
"31159000121","행복 티뷰크 재가복지센터","C01","11","590","20120409","20120409"
"31159000121","행복 티뷰크 재가복지센터","C02","11","590","20120409","20120409"
"31159000127","주성천사노인복지센터","C01","11","590","20120901","20120901"
"31159000132","엔젤 홈 방문요양센터","C01","11","590","20121226","20121226"
"31174000087","희망천사 요양센터","C02","11","740","20090812","20090730"
"31174000095","서강어르신돌봄센터","C01","11","740","20090918","20090918"
"31174000095","서강어르신돌봄센터","C02","11","740","20090918","20090918"
"31174000104","늘푸른실버케어센터","C01","11","740","20091218","20091218"
"31174000104","늘푸른실버케어센터","C02","11","740","20091218","20091218"
"31174000104","늘푸른실버케어센터","C06","11","740","20091218","20091218"
"31174000111","고덕요양방문센터","C01","11","740","20091230","20091230"
"31174000111","고덕요양방문센터","C02","11","740","20091230","20091230"
"31174000128","효담 홈케어 센터","C01","11","740","20100315","20100315"
"31174000128","효담 홈케어 센터","C02","11","740","20100315","20100315"
"31174000128","효담 홈케어 센터","C05","11","740","20100315","20100315"
"31174000135","강동효성노인복지센터,복지용구","C01","11","740","20100531","20100531"
"31174000135","강동효성노인복지센터,복지용구","C02","11","740","20100531","20100531"
"31174000135","강동효성노인복지센터,복지용구","C06","11","740","20100531","20100531"
"31174000155","경희종로의료기상사","C06","11","740","20110106","20110106"
"31174000171","엘림재가센터","C01","11","740","20110701","20110701"
"31174000182","한나실버케어","C01","11","740","20120106","20120106"
"31174000182","한나실버케어","C02","11","740","20120106","20120106"
"31174000182","한나실버케어","C06","11","740","20120106","20120106"
"31159000132","엔젤 홈 방문요양센터","C02","11","590","20121226","20121226"
"31159000132","엔젤 홈 방문요양센터","C06","11","590","20121226","20121226"
"31159000133","복지웰빙종합센터","C01","11","590","20130308","20130308"
"31159000133","복지웰빙종합센터","C02","11","590","20130308","20130308"
"31159000144","실로암요양보호센터","C01","11","590","20131114","20131114"
"31159000144","실로암요양보호센터","C02","11","590","20131114","20131114"
"31159000146","실버시티 재가노인복지센터","C01","11","590","20140117","20140117"
"31159000146","실버시티 재가노인복지센터","C02","11","590","20140117","20140117"
"31159000162","시니어스초이스 동작지점","C01","11","590","20150303","20150303"
"31159000162","시니어스초이스 동작지점","C02","11","590","20150303","20150303"
"31159000163","한마음나눔복지센터","C01","11","590","20150327","20150327"
"31159000163","한마음나눔복지센터","C02","11","590","20150327","20150327"
"31159000166","밀재가복지센터","C01","11","590","20150619","20150619"
"31159000172","만나재가복지센터","C01","11","590","20151109","20151109"
"31159000173","참나무노인복지센터","C01","11","590","20151207","20151204"
"31159000173","참나무노인복지센터","C02","11","590","20151207","20151204"
"31159000179","하늘무지개어르신돌봄센터","C01","11","590","20160302","20160226"
"31159000179","하늘무지개어르신돌봄센터","C02","11","590","20160302","20160226"
"31159000181","가람재가복지센터","C01","11","590","20160524","20160524"
"31159000181","가람재가복지센터","C02","11","590","20160524","20160524"
"31159000188","나이팅게일 홈케어","C01","11","590","20161107","20161107"
"31159000188","나이팅게일 홈케어","C02","11","590","20161107","20161107"
"31159000192","서울방문요양센터","C01","11","590","20170421","20170421"
"31159000192","서울방문요양센터","C02","11","590","20170421","20170421"
"31159000192","서울방문요양센터","C05","11","590","20170421","20170421"
"31159000198","동네노인돌봄재가센터","C01","11","590","20180131","20180131"
"31159000198","동네노인돌봄재가센터","C02","11","590","20180131","20180131"
"31159000203","명수대방문요양센터","C01","11","590","20180806","20180806"
"31159000203","명수대방문요양센터","C02","11","590","20180806","20180806"
"31159000205","기쁨방문요양센터","C01","11","590","20180813","20180813"
"31159000205","기쁨방문요양센터","C02","11","590","20180813","20180813"
"31159000206","동작재가노인복지센터","C01","11","590","20180828","20180828"
"31159000206","동작재가노인복지센터","C02","11","590","20180828","20180828"
"31159000208","어울림노인복지센터","C01","11","590","20180927","20180927"
"31159000208","어울림노인복지센터","C02","11","590","20180927","20180927"
"31159000209","굿모닝재가복지센터","C01","11","590","20181001","20181001"
"31159000209","굿모닝재가복지센터","C02","11","590","20181001","20181001"
"31159000211","섬김재가복지센터","C01","11","590","20181203","20181203"
"31159000211","섬김재가복지센터","C02","11","590","20181203","20181203"
"31159000218","동작구방문요양센터","C01","11","590","20190326","20190326"
"31159000218","동작구방문요양센터","C02","11","590","20190326","20190326"
"31159000219","한강의료기","C06","11","590","20190327","20190327"
"31159000221","보금자리 방문요양센터","C01","11","590","20190512","20190512"
"31159000221","보금자리 방문요양센터","C02","11","590","20190512","20190512"
"31159000223","청솔재가노인복지센터","C01","11","590","20190621","20190621"
"31159000223","청솔재가노인복지센터","C02","11","590","20190621","20190621"
"31159000224","""(A)행복나무홈케어","C01","11","590","20190624","20190624"
"31159000224","""(A)행복나무홈케어","C02","11","590","20190624","20190624"
"31159000225","베스트 재가복지센터","C01","11","590","20190624","20190624"
"31159000225","베스트 재가복지센터","C02","11","590","20190624","20190624"
"31159000226","성대노인복지센터","C01","11","590","20190718","20190718"
"31174000200","강동효창재가센터","C01","11","740","20121004","20121004"
"31174000200","강동효창재가센터","C02","11","740","20121004","20121004"
"31174000212","나누리재가센터","C01","11","740","20130415","20130415"
"31174000219","어르신방문요양센터","C01","11","740","20130614","20130614"
"31174000230","조은재가복지센터","C01","11","740","20140502","20140502"
"31174000230","조은재가복지센터","C02","11","740","20140502","20140502"
"31174000237","e-한나방문요양복지용구","C01","11","740","20141007","20141007"
"31174000237","e-한나방문요양복지용구","C02","11","740","20141007","20141007"
"31174000237","e-한나방문요양복지용구","C06","11","740","20141007","20141007"
"31174000245","길재가방문요양센터","C01","11","740","20150121","20150121"
"31174000245","길재가방문요양센터","C02","11","740","20150121","20150121"
"31174000247","행복노인재가센터","C01","11","740","20150330","20150330"
"31174000247","행복노인재가센터","C02","11","740","20150330","20150330"
"31174000252","'(A)비지팅엔젤스 강동지점","C01","11","740","20150526","20150526"
"31174000252","'(A)비지팅엔젤스 강동지점","C02","11","740","20150526","20150526"
"31174000253","나눔재가요양센터","C01","11","740","20150610","20150610"
"31174000253","나눔재가요양센터","C02","11","740","20150610","20150610"
"31174000259","(A+)서울시니어스 원스톱 실버케어(방문요양·목욕·복지용구)","C01","11","740","20151016","20151016"
"31174000259","(A+)서울시니어스 원스톱 실버케어(방문요양·목욕·복지용구)","C02","11","740","20151016","20151016"
"31174000259","(A+)서울시니어스 원스톱 실버케어(방문요양·목욕·복지용구)","C06","11","740","20151016","20151016"
"31174000260","'동서울'종합복지센터","C01","11","740","20151029","20151029"
"31174000260","'동서울'종합복지센터","C02","11","740","20151029","20151029"
"31174000260","'동서울'종합복지센터","C06","11","740","20151029","20151029"
"31174000262","(A+)시니어복지용구","C06","11","740","20151203","20151203"
"31174000264","아이비(I.B)","C06","11","740","20151211","20151211"
"31174000266","그린방문요양센터","C01","11","740","20151224","20151224"
"31174000266","그린방문요양센터","C02","11","740","20151224","20151224"
"31174000267","에이(A) 에이스방문요양센터","C01","11","740","20160201","20160201"
"31174000267","에이(A) 에이스방문요양센터","C02","11","740","20160201","20160201"
"31174000269","평안재가복지요양센터","C01","11","740","20160315","20160315"
"31174000269","평안재가복지요양센터","C02","11","740","20160315","20160315"
"31174000272","노벨돌봄복지센터","C01","11","740","20160402","20160402"
"31174000272","노벨돌봄복지센터","C02","11","740","20160402","20160402"
"31159000227","다사랑 노인복지센터","C01","11","590","20190718","20190718"
"31159000227","다사랑 노인복지센터","C02","11","590","20190718","20190718"
"31159000228","동행재가복지센터","C01","11","590","20190802","20190802"
"31159000229","가가호호 방문요양센터","C01","11","590","20190807","20190807"
"31159000230","소명나눔재가복지센터","C01","11","590","20190812","20190812"
"31159000230","소명나눔재가복지센터","C02","11","590","20190812","20190812"
"31159000231","정성재가복지센터","C01","11","590","20190820","20190820"
"31159000231","정성재가복지센터","C02","11","590","20190820","20190820"
"31159000232","성심재가복지요양센터","C01","11","590","20190829","20190829"
"31159000234","굿재가복지센터","C01","11","590","20190925","20190925"
"31159000234","굿재가복지센터","C02","11","590","20190925","20190925"
"31159000237","지극정성 시니어 방문요양 센터","C01","11","590","20191201","20191201"
"31159000237","지극정성 시니어 방문요양 센터","C02","11","590","20191201","20191201"
"31162000005","관악방문요양센타","C01","11","620","20080609","20080609"
"31162000005","관악방문요양센타","C02","11","620","20080609","20080609"
"31162000041","남성노인복지센터","C01","11","620","20081110","20081110"
"31162000041","남성노인복지센터","C02","11","620","20081110","20081110"
"31162000045","한마음노인복지센터","C01","11","620","20081126","20081126"
"31162000045","한마음노인복지센터","C02","11","620","20081126","20081126"
"31162000064","휴먼홈케어","C02","11","620","20090513","20090513"
"31162000069","사랑돌봄복지센타","C01","11","620","20090525","20090525"
"31162000069","사랑돌봄복지센타","C02","11","620","20090525","20090525"
"31162000069","사랑돌봄복지센타","C05","11","620","20090525","20090525"
"31162000079","(A+)에이플러스케어","C01","11","620","20090807","20090807"
"31162000079","(A+)에이플러스케어","C02","11","620","20090807","20090807"
"31162000085","베델요양보호센터","C01","11","620","20090915","20090915"
"31162000087","GL노인복지센터","C01","11","620","20090923","20090923"
"31162000087","GL노인복지센터","C02","11","620","20090923","20090923"
"31162000087","GL노인복지센터","C05","11","620","20090923","20090923"
"31162000091","선한이웃노인복지센터","C01","11","620","20091015","20091015"
"31162000098","난곡꿈의마을재가장기요양기관","C01","11","620","20091111","20091111"
"31162000098","난곡꿈의마을재가장기요양기관","C02","11","620","20091111","20091111"
"31162000108","대한실버산업주식회사부설 대실산요양원센터","C01","11","620","20091231","20091231"
"31162000108","대한실버산업주식회사부설 대실산요양원센터","C02","11","620","20091231","20091231"
"31162000108","대한실버산업주식회사부설 대실산요양원센터","C05","11","620","20091231","20091231"
"31162000109","행복한실버사랑복지센터","C01","11","620","20100128","20100128"
"31162000109","행복한실버사랑복지센터","C02","11","620","20100128","20100128"
"31162000153","주식회사 푸른꿈돌봄센터","C01","11","620","20110501","20110501"
"31162000153","주식회사 푸른꿈돌봄센터","C02","11","620","20110501","20110501"
"31162000157","나눔과 기쁨 방문요양센타","C01","11","620","20110916","20110916"
"31162000163","'(H)하이케어'노인장기요양센터","C01","11","620","20111201","20111201"
"31162000163","'(H)하이케어'노인장기요양센터","C02","11","620","20111201","20111201"
"31162000178","돌보인방문요양센터관악점","C01","11","620","20120926","20120926"
"31162000179","실버세상","C06","11","620","20121123","20121123"
"31162000180","어르신모시는사람들","C01","11","620","20121123","20121123"
"31162000180","어르신모시는사람들","C02","11","620","20121123","20121123"
"31162000181","자애재가장기요양센터","C01","11","620","20130115","20130115"
"31162000181","자애재가장기요양센터","C02","11","620","20130115","20130115"
"31162000185","힐링방문요양센터","C01","11","620","20130426","20130426"
"31162000185","힐링방문요양센터","C02","11","620","20130426","20130426"
"31162000186","샬롬케어","C01","11","620","20130515","20130515"
"31162000190","동행재가장기요양기관","C01","11","620","20130628","20130628"
"31162000194","참사랑재가복지센터","C01","11","620","20131007","20131007"
"31162000194","참사랑재가복지센터","C02","11","620","20131007","20131007"
"31162000198","밀알재가장기요양기관","C01","11","620","20140210","20140210"
"31162000198","밀알재가장기요양기관","C02","11","620","20140210","20140210"
"31162000199","엘림재가복지센터","C01","11","620","20140603","20140603"
"31162000199","엘림재가복지센터","C02","11","620","20140603","20140603"
"31162000200","행복방문요양센터","C01","11","620","20140612","20140612"
"31162000200","행복방문요양센터","C02","11","620","20140612","20140612"
"31162000201","남부노인복지센터","C01","11","620","20140617","20140617"
"31162000201","남부노인복지센터","C02","11","620","20140617","20140617"
"31162000203","가가호호 재가노인복지센터","C01","11","620","20140701","20140701"
"31162000203","가가호호 재가노인복지센터","C02","11","620","20140701","20140701"
"31162000204","효사랑노인복지센터","C01","11","620","20140701","20140701"
"31162000204","효사랑노인복지센터","C02","11","620","20140701","20140701"
"31162000204","효사랑노인복지센터","C06","11","620","20140701","20140701"
"31162000205","'파랑새'재가노인복지센터","C01","11","620","20140721","20140721"
"31162000205","'파랑새'재가노인복지센터","C02","11","620","20140721","20140721"
"31162000210","(A+)한사랑노인재가복지센터","C01","11","620","20140925","20140925"
"31162000210","(A+)한사랑노인재가복지센터","C02","11","620","20140925","20140925"
"31162000213","푸른방문요양센타","C01","11","620","20141001","20141001"
"31162000213","푸른방문요양센타","C02","11","620","20141001","20141001"
"31162000215","(주)모피어스엠 효더함","C01","11","620","20141120","20141120"
"31162000215","(주)모피어스엠 효더함","C02","11","620","20141120","20141120"
"31162000215","(주)모피어스엠 효더함","C06","11","620","20141120","20141120"
"31162000219","효자손재가센터","C01","11","620","20150203","20150203"
"31162000219","효자손재가센터","C02","11","620","20150203","20150203"
"31162000220","한결사랑 재가복지센터","C01","11","620","20150203","20150203"
"31162000220","한결사랑 재가복지센터","C02","11","620","20150203","20150203"
"31162000220","한결사랑 재가복지센터","C05","11","620","20150203","20150203"
"31162000222","소망장기요양센터","C01","11","620","20150209","20150209"
"31162000222","소망장기요양센터","C02","11","620","20150209","20150209"
"31162000224","엄마사랑재가노인복지센터","C01","11","620","20150210","20150210"
"31162000224","엄마사랑재가노인복지센터","C02","11","620","20150210","20150210"
"31162000224","엄마사랑재가노인복지센터","C06","11","620","20150210","20150210"
"31162000240","사계노인복지센터","C01","11","620","20150728","20150728"
"31162000240","사계노인복지센터","C02","11","620","20150728","20150728"
"31162000248","베스트방문요양센터","C01","11","620","20151102","20151102"
"31162000249","금빛재가복지센터","C01","11","620","20151119","20151119"
"31162000249","금빛재가복지센터","C02","11","620","20151119","20151119"
"31162000252","서울재가장기요양센타","C01","11","620","20151230","20151230"
"31162000252","서울재가장기요양센타","C02","11","620","20151230","20151230"
"31162000255","엔젤노인요양센터","C01","11","620","20160131","20160131"
"31162000255","엔젤노인요양센터","C02","11","620","20160131","20160131"
"31162000257","베스트케어","C01","11","620","20160324","20160324"
"31162000257","베스트케어","C02","11","620","20160324","20160324"
"31162000258","굿모닝복지센터","C01","11","620","20160407","20160407"
"31162000258","굿모닝복지센터","C02","11","620","20160407","20160407"
"31162000259","행운복지센터","C01","11","620","20160511","20160511"
"31162000259","행운복지센터","C02","11","620","20160511","20160511"
"31162000263","왕성 재가노인복지센터","C01","11","620","20160624","20160624"
"31162000263","왕성 재가노인복지센터","C02","11","620","20160624","20160624"
"31162000264","유한노인복지센터","C01","11","620","20160704","20160704"
"31162000264","유한노인복지센터","C02","11","620","20160704","20160704"
"31162000271","강남노인복지센터","C01","11","620","20160801","20160801"
"31162000271","강남노인복지센터","C02","11","620","20160801","20160801"
"31162000273","늘푸른 방문요양센터","C01","11","620","20160826","20160826"
"31162000273","늘푸른 방문요양센터","C02","11","620","20160826","20160826"
"31162000276","다온재가센터","C01","11","620","20161007","20161007"
"31162000278","드림방문요양센터","C01","11","620","20161021","20161021"
"31162000278","드림방문요양센터","C02","11","620","20161021","20161021"
"31162000279","굿이원건강의료기","C06","11","620","20161209","20161209"
"31162000280","엘피스재가복지센터","C01","11","620","20161214","20161214"
"31162000280","엘피스재가복지센터","C02","11","620","20161214","20161214"
"31162000281","하늘터노인지원센터","C01","11","620","20161214","20161214"
"31162000281","하늘터노인지원센터","C02","11","620","20161214","20161214"
"31162000289","찬미복지방문요양센터","C01","11","620","20170407","20170407"
"31162000289","찬미복지방문요양센터","C02","11","620","20170407","20170407"
"31162000293","참조은방문요양센터","C01","11","620","20170704","20170704"
"31162000293","참조은방문요양센터","C02","11","620","20170704","20170704"
"31162000299","늘푸른 장기요양센터","C01","11","620","20171115","20171115"
"31162000299","늘푸른 장기요양센터","C02","11","620","20171115","20171115"
"31162000300","해피데이노인요양복지센터","C01","11","620","20171121","20171121"
"31162000300","해피데이노인요양복지센터","C02","11","620","20171121","20171121"
"31162000302","DO드림재가복지센터","C01","11","620","20171205","20171205"
"31162000302","DO드림재가복지센터","C02","11","620","20171205","20171205"
"31162000303","강남효재가장기요양센터","C01","11","620","20180101","20180101"
"31162000303","강남효재가장기요양센터","C02","11","620","20180101","20180101"
"31162000305","방글방글 재가복지센터","C01","11","620","20180109","20180109"
"31162000313","돌봄방문요양센터","C01","11","620","20180502","20180502"
"31162000313","돌봄방문요양센터","C02","11","620","20180502","20180502"
"31162000315","다정재가복지센터","C01","11","620","20180510","20180511"
"31162000315","다정재가복지센터","C02","11","620","20180510","20180511"
"31162000319","OK실버복지센터","C01","11","620","20180928","20180928"
"31162000325","행복방문간호센터","C05","11","620","20190107","20190107"
"31162000329","마음애방문요양센터","C01","11","620","20190228","20190228"
"31162000329","마음애방문요양센터","C02","11","620","20190228","20190228"
"31162000331","굿피플데이케어센터","C03","11","620","20190326","20190326"
"31162000332","서울방문간호요양센터","C01","11","620","20190403","20190403"
"31162000332","서울방문간호요양센터","C02","11","620","20190403","20190403"
"31162000332","서울방문간호요양센터","C05","11","620","20190403","20190403"
"31162000335","더사랑 방문요양센터","C01","11","620","20190611","20190611"
"31162000335","더사랑 방문요양센터","C02","11","620","20190611","20190611"
"31162000336","현 재가노인복지센터","C01","11","620","20190614","20190614"
"31162000336","현 재가노인복지센터","C02","11","620","20190614","20190614"
"31162000341","관악재가노인복지센터","C01","11","620","20190821","20190821"
"31162000341","관악재가노인복지센터","C02","11","620","20190821","20190821"
"31162000342","나누리재가노인복지센터","C01","11","620","20190821","20190821"
"31162000342","나누리재가노인복지센터","C02","11","620","20190821","20190821"
"31162000348","A+21세기홈케어센터","C01","11","620","20191101","20191101"
"31162000348","A+21세기홈케어센터","C02","11","620","20191101","20191101"
"31162000351","누리재가복지센터","C01","11","620","20191108","20191108"
"31162000351","누리재가복지센터","C02","11","620","20191108","20191108"
"31162000353","중앙재가복지센터","C01","11","620","20191202","20191202"
"31162000353","중앙재가복지센터","C02","11","620","20191202","20191202"
"31162000355","'(A)'관악현대재가복지센터","C01","11","620","20191202","20191202"
"31162000355","'(A)'관악현대재가복지센터","C02","11","620","20191202","20191202"
"31162000355","'(A)'관악현대재가복지센터","C06","11","620","20191202","20191202"
"31162000357","아리아케어 방문요양 관악신림센터","C01","11","620","20191210","20191210"
"31162000357","아리아케어 방문요양 관악신림센터","C02","11","620","20191210","20191210"
"31165000006","엔젤홈케어 방문간호 센터","C05","11","650","20080602","20080523"
"31162000064","휴먼홈케어","C01","11","620","20090513","20090513"
"31174000289","강동희망요양센터","C01","11","740","20161201","20161201"
"31174000289","강동희망요양센터","C02","11","740","20161201","20161201"
"31174000289","강동희망요양센터","C05","11","740","20161201","20161201"
"31174000294","강동실버재가센터","C01","11","740","20170113","20170113"
"31174000294","강동실버재가센터","C02","11","740","20170113","20170113"
"31174000296","강동사랑방문요양센터","C01","11","740","20170411","20170411"
"31174000297","가족재가센터","C01","11","740","20170411","20170411"
"31174000297","가족재가센터","C02","11","740","20170411","20170411"
"31174000298","명보요양재가센터","C01","11","740","20170417","20170417"
"31174000298","명보요양재가센터","C02","11","740","20170417","20170417"
"31174000304","서울재가전문요양센터","C01","11","740","20171001","20171001"
"31174000304","서울재가전문요양센터","C02","11","740","20171001","20171001"
"31174000308","섬기는재가복지센터","C01","11","740","20180201","20180201"
"31174000308","섬기는재가복지센터","C02","11","740","20180201","20180201"
"31174000312","한일의료기","C06","11","740","20180306","20180306"
"31174000313","은혜방문요양센터","C01","11","740","20180320","20180320"
"31174000313","은혜방문요양센터","C02","11","740","20180320","20180320"
"31174000314","따뜻한 재가방문요양센터","C01","11","740","20180405","20180405"
"31174000314","따뜻한 재가방문요양센터","C02","11","740","20180405","20180405"
"31174000321","아리아케어 방문요양 강동 암사센터","C01","11","740","20180530","20180530"
"31174000321","아리아케어 방문요양 강동 암사센터","C02","11","740","20180530","20180530"
"31174000329","길재가복지센터","C01","11","740","20190125","20190125"
"31174000329","길재가복지센터","C02","11","740","20190125","20190125"
"31174000331","A+가가효효방문요양센터","C01","11","740","20190301","20190301"
"31174000331","A+가가효효방문요양센터","C02","11","740","20190301","20190301"
"31174000331","A+가가효효방문요양센터","C06","11","740","20190301","20190301"
"31174000332","유효자 재가노인복지센터","C01","11","740","20190228","20190228"
"31174000332","유효자 재가노인복지센터","C02","11","740","20190228","20190228"
"31174000333","천사방문복지센터","C01","11","740","20190401","20190401"
"31174000333","천사방문복지센터","C02","11","740","20190401","20190401"
"31174000337","샬롬 요양지원센터","C01","11","740","20190422","20190422"
"31174000337","샬롬 요양지원센터","C02","11","740","20190422","20190422"
"31174000340","언약재가센터","C01","11","740","20190701","20190701"
"31174000340","언약재가센터","C02","11","740","20190701","20190701"
"31174000345","굿모닝방문요양센터","C01","11","740","20190920","20190920"
"31174000345","굿모닝방문요양센터","C02","11","740","20190920","20190920"
"31174000350","청신재가복지센터","C01","11","740","20191024","20191024"
"31174000350","청신재가복지센터","C02","11","740","20191024","20191024"
"31174000351","스마일돌봄방문요양센터","C01","11","740","20191028","20191028"
"31174000351","스마일돌봄방문요양센터","C02","11","740","20191028","20191028"
"31174000353","가은시니어복지센터","C01","11","740","20191101","20191101"
"31174000353","가은시니어복지센터","C02","11","740","20191101","20191101"
"31174000358","성내방문요양센터","C01","11","740","20191120","20191120"
"31174000358","성내방문요양센터","C02","11","740","20191120","20191120"
"31174000361","일심방문요양센터","C01","11","740","20191128","20191127"
"31174000362","성덕재가노인복지센터","C01","11","740","20191205","20191205"
"31174000362","성덕재가노인복지센터","C02","11","740","20191205","20191205"
"31174000363","'서울방문요양센터'","C01","11","740","20191204","20191204"
"31174000363","'서울방문요양센터'","C02","11","740","20191204","20191204"
"31174000364","강동재가복지센터","C01","11","740","20191205","20191205"
"31174000364","강동재가복지센터","C02","11","740","20191205","20191205"
"31174000369","(주)강동스마일재가복지센터","C01","11","740","20200101","20200101"
"31174000369","(주)강동스마일재가복지센터","C02","11","740","20200101","20200101"
"31165000020","(복)노인낙원효도사업단","C01","11","650","20080630","20080613"
"31165000020","(복)노인낙원효도사업단","C02","11","650","20080630","20080613"
"31165000023","하나노인복지센터","C01","11","650","20080710","20080707"
"31165000023","하나노인복지센터","C02","11","650","20080710","20080707"
"31165000025","A+지원노인복지센터","C01","11","650","20080710","20080704"
"31165000025","A+지원노인복지센터","C02","11","650","20080710","20080704"
"31165000027","새생명노인복지센터","C01","11","650","20080725","20080721"
"31165000027","새생명노인복지센터","C02","11","650","20080725","20080721"
"31165000032","에스엠컨설팅","C01","11","650","20080905","20080905"
"31165000032","에스엠컨설팅","C02","11","650","20080905","20080905"
"31165000045","두손모아센터","C01","11","650","20090202","20090121"
"31165000045","두손모아센터","C02","11","650","20090202","20090121"
"31165000047","사랑의홈케어","C01","11","650","20090219","20090218"
"31165000047","사랑의홈케어","C02","11","650","20090219","20090218"
"31165000047","사랑의홈케어","C05","11","650","20090219","20090218"
